model,attack,test_dataset,time,mean_time,mean_iterations,eps,iter,mean_psnr,mean_vmaf,clear_correct,attacked_success,target_success,num_total,metric_workers
mvitv2,stadv_target_rotate_adaptive,Kinetics400Dataset,2281.0465,21.2167,20.0,0.25,20,52.86567476709068,99.14486065000001,80,1,0,100,12
videoswin,stadv_target_rotate_adaptive,Kinetics400Dataset,4542.3145,44.3288,20.0,0.25,20,51.75795042895061,98.77739703947366,76,2,0,100,12
actionclip,stadv_target_rotate_adaptive,Kinetics400Dataset,484.7854,4.2475,20.0,0.25,20,52.705013114388116,98.08598489855075,69,3,0,100,12
timesformer,stadv_target_shuffle_adaptive,Kinetics400Dataset,362.8851,3.1851,20.0,0.25,20,46.04085343511047,98.09661833766232,77,14,0,100,12
tsn,stadv_target_shuffle_adaptive,Kinetics400Dataset,556.7713,5.0145,20.0,0.25,20,52.27635130601467,99.39135886111113,72,3,0,100,12
ila,stadv_target_shuffle_adaptive,Kinetics400Dataset,832.9404,7.8953,19.96,0.25,20,47.24133248565575,98.89344292682925,82,18,14,100,12
tsmnonlocal,stadv_target_shuffle_adaptive,Kinetics400Dataset,856.1472,8.0569,20.0,0.25,20,46.229604246056766,98.96127182258063,62,3,0,100,12
uniformerv2,stadv_target_shuffle_adaptive,Kinetics400Dataset,879.5803,8.1069,20.0,0.25,20,46.12818259419027,96.39945313636362,88,2,1,100,12
tsm,stadv_target_shuffle_adaptive,Kinetics400Dataset,1103.492,10.4781,20.0,0.25,20,46.118284748934535,99.22280334328357,67,0,0,100,12
amd,stadv_target_shuffle_adaptive,Kinetics400Dataset,1221.6831,11.4033,20.0,0.25,20,47.42531156766274,96.56623101265819,79,3,0,100,12
tadaformer,stadv_target_shuffle_adaptive,Kinetics400Dataset,3156.6845,30.6934,20.0,0.25,20,49.777294705106286,97.70988368604651,86,5,0,100,12
videomae,stadv_target_shuffle_adaptive,Kinetics400Dataset,2100.2439,20.0149,20.0,0.25,20,47.45747477378156,98.3952864074074,81,3,0,100,12
tpn,stadv_target_shuffle_adaptive,Kinetics400Dataset,1883.9138,17.9593,20.0,0.25,20,49.167843808502155,99.24809610000003,70,1,0,100,12
slowonly,stadv_target_shuffle_adaptive,Kinetics400Dataset,2744.4791,26.6209,20.0,0.25,20,56.84458189978235,99.42772364285713,42,0,0,100,12
c2d,stadv_target_shuffle_adaptive,Kinetics400Dataset,1463.8059,13.7014,20.0,0.25,20,48.81641615474567,99.18574252,75,6,0,100,12
r2plus1d,stadv_target_shuffle_adaptive,Kinetics400Dataset,1649.9651,15.5619,20.0,0.25,20,49.86386860620231,99.39997928301887,53,9,0,100,12
onepeace,stadv_target_shuffle_adaptive,Kinetics400Dataset,5619.1341,55.6072,20.0,0.25,20,49.19904918316551,99.08088073333333,75,22,0,100,12
videomaev2,stadv_target_shuffle_adaptive,Kinetics400Dataset,2094.2347,19.9795,20.0,0.25,20,50.00941462638698,98.70566494318187,88,4,0,100,12
tanet,stadv_target_shuffle_adaptive,Kinetics400Dataset,2323.7353,22.3951,20.0,0.25,20,47.10998642651122,98.98373830882349,68,4,0,100,12
uniformer,stadv_target_shuffle_adaptive,Kinetics400Dataset,2064.4382,19.3422,20.0,0.25,20,52.73230258686075,99.1385078271605,81,6,0,100,12
mvitv2,stadv_target_shuffle_adaptive,Kinetics400Dataset,2386.9022,22.2517,20.0,0.25,20,51.48013674395919,98.81414246913582,81,5,0,100,12
videoswin,stadv_target_shuffle_adaptive,Kinetics400Dataset,4907.8512,48.0931,20.0,0.25,20,49.483883778861475,98.39406494999999,80,3,0,100,12
actionclip,stadv_target_shuffle_adaptive,Kinetics400Dataset,522.529,4.5409,20.0,0.25,20,48.00649374321682,97.25725868656721,67,19,2,100,12
timesformer,stadv_target_temporal_median_adaptive,Kinetics400Dataset,459.0707,4.1322,20.0,0.25,20,45.2664189256138,97.93067346478873,71,16,1,100,12
tsn,stadv_target_temporal_median_adaptive,Kinetics400Dataset,561.9599,5.098,20.0,0.25,20,52.27364024237927,99.39129055555559,72,3,0,100,12
ila,stadv_target_temporal_median_adaptive,Kinetics400Dataset,864.1654,8.2134,19.96,0.25,20,47.237284582552846,98.894006402439,82,18,14,100,12
tsmnonlocal,stadv_target_temporal_median_adaptive,Kinetics400Dataset,884.915,8.35,20.0,0.25,20,45.93514832954018,98.88951812500001,64,6,1,100,12
tsm,stadv_target_temporal_median_adaptive,Kinetics400Dataset,1116.7318,10.642,20.0,0.25,20,46.118767649968824,99.22307635820896,67,0,0,100,12
uniformerv2,stadv_target_temporal_median_adaptive,Kinetics400Dataset,1483.5713,14.5291,20.0,0.25,20,45.62603010814795,96.25583047126436,87,3,1,100,12
amd,stadv_target_temporal_median_adaptive,Kinetics400Dataset,2066.096,20.1432,20.0,0.25,20,45.40719914311352,95.85115997435898,78,9,1,100,12
slowonly,stadv_target_temporal_median_adaptive,Kinetics400Dataset,3188.1934,32.6823,20.0,0.25,20,45.03631377705947,99.42234432258064,31,0,0,100,12
videomae,stadv_target_temporal_median_adaptive,Kinetics400Dataset,2919.9511,29.2382,20.0,0.25,20,45.46401598310037,97.96053832876713,73,9,1,100,12
tadaformer,stadv_target_temporal_median_adaptive,Kinetics400Dataset,4205.5347,42.0117,20.0,0.25,20,48.75279905791166,97.48081609523811,84,6,2,100,12
tpn,stadv_target_temporal_median_adaptive,Kinetics400Dataset,2510.389,25.8095,20.0,0.25,20,47.75306250743449,99.12884798333334,60,2,0,100,12
onepeace,stadv_target_temporal_median_adaptive,Kinetics400Dataset,5949.779,59.1265,19.95,0.25,20,48.5018030510219,98.93139149230768,65,21,2,100,12
videomaev2,stadv_target_temporal_median_adaptive,Kinetics400Dataset,2924.7633,28.6441,20.0,0.25,20,47.080298064704266,98.29695682022471,89,10,2,100,12
c2d,stadv_target_temporal_median_adaptive,Kinetics400Dataset,2184.5851,21.7721,20.0,0.25,20,47.29495545874438,99.04047186956522,69,5,1,100,12
r2plus1d,stadv_target_temporal_median_adaptive,Kinetics400Dataset,2388.7654,23.9899,20.0,0.25,20,47.857290804914314,98.93972353191486,47,13,6,100,12
tanet,stadv_target_temporal_median_adaptive,Kinetics400Dataset,2243.8438,21.6703,20.0,0.25,20,47.11050333160472,98.98412567647055,68,4,0,100,12
uniformer,stadv_target_temporal_median_adaptive,Kinetics400Dataset,290.9245,41.4271,20.0,0.25,20,50.154531178862335,96.4582904197531,81,21,5,100,12
videoswin,stadv_target_temporal_median_adaptive,Kinetics400Dataset,6378.3556,63.8745,20.0,0.25,20,47.59475154103552,98.05849015,80,3,1,100,12
mvitv2,stadv_target_temporal_median_adaptive,Kinetics400Dataset,5166.6129,52.5616,20.0,0.25,20,49.3333491535271,97.37344202597404,77,8,1,100,12
actionclip,stadv_target_temporal_median_adaptive,Kinetics400Dataset,1134.0492,11.4471,20.0,0.25,20,47.73609299820874,97.00354107936509,63,16,3,100,12
timesformer,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,307.7172,2.5449,20.0,8.0,20,52.982476140323776,74.74359751425995,77,0,0,100,12
tsmnonlocal,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,560.8317,5.0592,20.0,8.0,20,52.72925822287609,74.8072183470339,66,2,0,100,12
ila,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,653.5248,6.0472,20.0,8.0,20,53.09824611414299,99.48407516049382,81,5,0,100,12
tsn,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,511.2199,4.4914,20.0,8.0,20,54.57969804299382,99.53981975362322,69,4,0,100,12
tsm,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,814.9542,7.5462,20.0,8.0,20,52.650451409967566,99.70561716666666,66,1,0,100,12
uniformerv2,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,1114.8029,10.3997,20.0,8.0,20,53.14480240053652,98.8544811724138,87,1,0,100,12
amd,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,1462.7858,13.8163,20.0,8.0,20,53.21742074150827,98.79685123376622,77,4,0,100,12
slowonly,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,2136.92,20.0578,20.0,8.0,20,51.38221214164603,99.52290558139538,43,1,0,100,12
tpn,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,1826.7509,17.111,20.0,8.0,20,52.93365554961506,99.61944809589043,73,3,0,100,12
onepeace,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,3797.4439,37.3333,20.0,8.0,20,53.893273260052275,99.53037585135138,74,1,0,100,12
videomae,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,2182.0615,20.8459,20.0,8.0,20,53.15192538083012,99.46396216867466,83,2,0,100,12
videomaev2,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,2193.6352,20.8941,20.0,8.0,20,53.17245163344197,99.40444251648351,91,4,0,100,12
tadaformer,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,3574.6945,34.7834,20.0,8.0,20,53.18535217929347,96.68919963953488,86,1,0,100,12
c2d,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,1612.7305,15.0633,20.0,8.0,20,53.06463526526372,99.67487339189188,74,3,0,100,12
r2plus1d,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,1822.7191,17.2859,20.0,8.0,20,53.20602191438104,99.75607856862749,51,5,0,100,12
tanet,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,1943.8867,18.0691,20.0,8.0,20,52.947755403618636,99.59624755072464,69,7,0,100,12
uniformer,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,2868.2103,27.4499,20.0,8.0,20,54.306969214099,98.31386970370369,81,5,0,100,12
videoswin,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,3925.9657,37.6171,20.0,8.0,20,53.25419251137379,96.8411352620613,80,2,0,100,12
mvitv2,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,3769.9793,36.3124,20.0,8.0,20,54.342430977487986,99.47851100000003,82,3,0,100,12
actionclip,zhang_dists_target_crop_resize_adaptive,Kinetics400Dataset,667.1687,5.8887,20.0,8.0,20,54.4234287797453,98.9103847142857,70,5,0,100,12
timesformer,zhang_dists_target_flip_adaptive,Kinetics400Dataset,300.5649,2.5645,20.0,8.0,20,53.70864261503782,99.35871545569623,79,9,0,100,12
tsmnonlocal,zhang_dists_target_flip_adaptive,Kinetics400Dataset,554.6806,4.9895,20.0,8.0,20,53.363727294371635,97.813602147541,61,3,0,100,12
ila,zhang_dists_target_flip_adaptive,Kinetics400Dataset,651.8584,6.043,20.0,8.0,20,54.51906954037092,99.5002703703704,81,9,2,100,12
tsm,zhang_dists_target_flip_adaptive,Kinetics400Dataset,821.1478,7.5644,20.0,8.0,20,53.207200242482195,83.19940589794435,65,2,0,100,12
tsn,zhang_dists_target_flip_adaptive,Kinetics400Dataset,499.4087,4.3922,20.0,8.0,20,55.50020450980971,99.5423243030303,66,4,0,100,12
uniformerv2,zhang_dists_target_flip_adaptive,Kinetics400Dataset,1100.4487,10.2731,20.0,8.0,20,54.128415010378696,97.78255952808986,89,5,0,100,12
amd,zhang_dists_target_flip_adaptive,Kinetics400Dataset,1456.8302,13.6908,20.0,8.0,20,54.345092188657226,98.79773275949366,79,25,13,100,12
slowonly,zhang_dists_target_flip_adaptive,Kinetics400Dataset,2123.5134,19.794,20.0,8.0,20,51.44423768671295,97.07839939534884,43,0,0,100,12
onepeace,zhang_dists_target_flip_adaptive,Kinetics400Dataset,3775.1216,37.0913,20.0,8.0,20,54.84062058953705,99.75022295945945,74,18,0,100,12
videomae,zhang_dists_target_flip_adaptive,Kinetics400Dataset,2183.9377,20.7615,20.0,8.0,20,54.092818497292356,95.26812676247155,84,20,6,100,12
tpn,zhang_dists_target_flip_adaptive,Kinetics400Dataset,1803.3515,16.8219,20.0,8.0,20,53.59401104815518,99.69063100000002,73,4,0,100,12
tadaformer,zhang_dists_target_flip_adaptive,Kinetics400Dataset,3554.2431,34.5972,20.0,8.0,20,54.51006682774623,97.8169459310345,87,5,0,100,12
videomaev2,zhang_dists_target_flip_adaptive,Kinetics400Dataset,2178.8519,20.6522,20.0,8.0,20,54.42674147073172,95.22540063428342,91,10,2,100,12
c2d,zhang_dists_target_flip_adaptive,Kinetics400Dataset,1623.3711,14.7482,20.0,8.0,20,54.00390404981319,95.35079683720701,74,8,0,100,12
r2plus1d,zhang_dists_target_flip_adaptive,Kinetics400Dataset,1844.5933,17.2361,20.0,8.0,20,54.22744155885361,95.31620453182677,57,32,0,100,12
tanet,zhang_dists_target_flip_adaptive,Kinetics400Dataset,1920.86,17.8131,20.0,8.0,20,53.90314416983055,99.62597889393936,66,17,0,100,12
uniformer,zhang_dists_target_flip_adaptive,Kinetics400Dataset,2850.8734,27.1007,20.0,8.0,20,55.75487804296566,99.51063254320988,81,13,0,100,12
videoswin,zhang_dists_target_flip_adaptive,Kinetics400Dataset,3882.2894,37.382,20.0,8.0,20,54.278546400129144,99.34084695,80,8,2,100,12
mvitv2,zhang_dists_target_flip_adaptive,Kinetics400Dataset,3744.8595,36.0978,20.0,8.0,20,55.67088395914783,98.20199841463412,82,11,0,100,12
actionclip,zhang_dists_target_flip_adaptive,Kinetics400Dataset,661.2826,5.8452,20.0,8.0,20,55.585005111669666,98.99030714705877,68,8,0,100,12
timesformer,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,383.2098,3.3171,20.0,8.0,20,51.949162971607834,74.72776300556781,74,7,0,100,12
tsmnonlocal,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,599.482,5.4117,20.0,8.0,20,52.29611548544126,99.51809593442623,61,6,0,100,12
ila,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,673.6864,6.2734,20.0,8.0,20,52.480457317681314,99.502042109589,73,8,0,100,12
tsm,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,953.8373,8.9931,20.0,8.0,20,52.141992072697825,83.18252526484955,54,5,0,100,12
tsn,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,769.7866,7.1512,20.0,8.0,20,54.74352083793109,99.55196973437499,64,9,0,100,12
uniformerv2,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,1435.93,13.7798,20.0,8.0,20,52.28381790274978,89.52258548067732,79,4,0,100,12
amd,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,1964.2984,18.9851,20.0,8.0,20,52.43610059839414,98.64366420270272,74,10,0,100,12
onepeace,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,3893.1586,38.4987,20.0,8.0,20,53.74141005771066,98.07960345588236,68,8,0,100,12
tadaformer,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,3969.7122,38.8865,20.0,8.0,20,52.62284396124614,98.95346265432096,81,2,0,100,12
videomae,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,3059.625,29.5506,20.0,8.0,20,52.28381532939243,99.59269173076922,78,9,0,100,12
slowonly,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,3065.2327,30.9353,20.0,8.0,20,51.65304415257843,95.35823775346068,43,6,0,100,12
tpn,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,2743.238,26.8122,20.0,8.0,20,52.57749346926757,95.33397242182691,63,3,0,100,12
c2d,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,2477.4817,24.7608,20.0,8.0,20,52.718902177833385,99.82208393442623,61,4,0,100,12
r2plus1d,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,2686.9384,27.4573,20.0,8.0,20,52.69608495708989,99.77814442857141,42,12,0,100,12
tanet,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,2865.1595,28.0761,20.0,8.0,20,52.64389870992124,99.57057555932205,59,11,0,100,12
uniformer,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,4460.8952,43.7358,20.0,8.0,20,53.93595935351222,99.44468581707316,82,9,0,100,12
videoswin,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,4037.8793,53.8181,20.0,8.0,20,52.46559657226695,99.45073474999998,76,3,0,100,12
mvitv2,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,6059.5687,60.2314,20.0,8.0,20,54.02132148275039,97.39112574823999,78,7,0,100,12
videomaev2,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,3042.4757,29.5445,20.0,8.0,20,52.58240738517203,99.56382275581394,86,7,0,100,12
actionclip,zhang_dists_target_gaussian_blur_adaptive,Kinetics400Dataset,993.6065,9.4595,20.0,8.0,20,54.33451432866015,98.80740833333336,63,6,0,100,12
timesformer,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,310.245,2.6408,20.0,8.0,20,53.70363237995238,74.753589743448,79,10,0,100,12
tsmnonlocal,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,555.7245,5.0017,20.0,8.0,20,53.317627893611395,96.3837727384615,65,4,0,100,12
ila,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,652.5222,6.0348,20.0,8.0,20,54.35208522532092,98.28826395121953,82,6,0,100,12
tsm,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,812.9187,7.512,20.0,8.0,20,53.233710316124515,96.73569320895523,67,3,0,100,12
tsn,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,496.5098,4.3301,20.0,8.0,20,55.43739923322635,99.54810416666668,72,7,0,100,12
uniformerv2,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,1104.9154,10.2811,20.0,8.0,20,54.06302529896937,89.56650159551806,88,5,0,100,12
amd,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,1446.5479,13.6711,20.0,8.0,20,54.355521254208405,98.81897253749996,80,21,9,100,12
slowonly,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,2119.6249,19.7182,20.0,8.0,20,51.439726411067035,99.40343872093025,43,1,0,100,12
onepeace,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,3804.1912,37.3174,20.0,8.0,20,54.7567059408801,89.85677675179842,73,12,0,100,12
tpn,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,1799.3282,16.7898,20.0,8.0,20,53.71554820442434,96.80674563380283,71,3,0,100,12
videomae,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,2163.8082,20.6334,20.0,8.0,20,54.09728215944739,98.29015078571426,84,18,4,100,12
tadaformer,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,3539.611,34.3946,20.0,8.0,20,54.54989214830977,99.03621457647053,85,3,0,100,12
c2d,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,1587.3906,14.7395,20.0,8.0,20,53.92818921670335,98.39584011688312,77,8,0,100,12
videomaev2,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,2156.9626,20.5911,20.0,8.0,20,54.44306211264293,99.47972747777777,90,11,1,100,12
r2plus1d,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,1795.3209,16.8887,20.0,8.0,20,54.315517343862,97.85300773076924,52,19,0,100,12
tanet,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,1912.1163,17.7958,20.0,8.0,20,53.89149308616287,99.60933664705881,68,12,0,100,12
uniformer,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,2840.1503,27.1325,20.0,8.0,20,55.722277473441984,99.55452893827163,81,14,1,100,12
videoswin,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,3876.1796,37.1375,20.0,8.0,20,54.2733198698265,96.84741355897889,81,11,3,100,12
mvitv2,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,2438.0533,36.1108,20.0,8.0,20,55.715112604793525,99.4890009753086,81,12,0,100,12
actionclip,zhang_dists_target_no_defence_non-adaptive,Kinetics400Dataset,657.9201,5.7666,20.0,8.0,20,55.486980692604526,98.93302664179109,67,7,0,100,12
timesformer,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,310.9517,2.6671,20.0,8.0,20,53.41044656753757,99.33801185915497,71,7,0,100,12
tsmnonlocal,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,565.6752,5.0838,20.0,8.0,20,53.071124673629946,99.40692867272729,55,9,0,100,12
ila,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,662.4888,6.0523,20.0,8.0,20,53.351117296701524,99.44888884210529,76,9,0,100,12
tsm,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,838.4985,7.7175,20.0,8.0,20,53.09498592952617,83.17398432574352,57,3,0,100,12
tsn,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,529.0207,4.7395,20.0,8.0,20,54.49086148506722,99.52694512698412,63,3,0,100,12
uniformerv2,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,1135.6192,10.605,20.0,8.0,20,53.43437758166726,96.54890343023254,86,3,0,100,12
amd,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,1498.0937,14.1077,20.0,8.0,20,53.37555331209775,98.77680175641024,78,4,0,100,12
slowonly,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,2215.9168,20.7915,20.0,8.0,20,51.57198523567633,95.34549200299023,34,6,0,100,12
videomae,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,2243.9232,21.5169,20.0,8.0,20,53.40221821308898,99.4538529638554,83,2,0,100,12
c2d,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,1676.6294,15.4601,20.0,8.0,20,53.29617051560939,98.1289776818182,66,6,0,100,12
onepeace,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,3842.5897,37.7013,20.0,8.0,20,53.9415381340632,99.59061906944439,72,4,0,100,12
tpn,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,1902.975,17.4332,20.0,8.0,20,53.217385284252195,95.33601453013807,65,9,0,100,12
tadaformer,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,3611.7077,35.1972,20.0,8.0,20,53.445772874457326,97.83943615294118,85,0,0,100,12
videomaev2,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,2247.7374,21.4499,20.0,8.0,20,53.462049093715166,99.51256394186046,86,2,0,100,12
r2plus1d,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,1879.5464,17.451,20.0,8.0,20,53.398936959807216,99.5510864347826,46,10,0,100,12
tanet,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,2017.1228,18.5426,20.0,8.0,20,53.261499017482905,95.33469288244997,61,9,0,100,12
uniformer,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,2972.7542,28.3952,20.0,8.0,20,54.27863531354156,99.54466009999994,80,3,0,100,12
videoswin,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,4004.0937,38.4651,20.0,8.0,20,53.46290969587556,96.88458473625052,78,7,0,100,12
mvitv2,zhang_dists_target_rotate_adaptive,Kinetics400Dataset,3893.0535,37.5578,20.0,8.0,20,54.37899747477685,99.4680668375,80,2,0,100,12
